24,3549913
27,26401563
25,04440443
23,89355144
20,63295389
25,97857601
21,97607349
26,70583209
22,87850581
22,6822718
25,07766961
27,1559801
24,0806299
25,9724723
20,86825159
23,75774407
29,48240608
22,75948363
25,69078646
21,25736259
28,5216834
28,69960631
25,66881314
27,01223792
26,94692831
28,09656056
28,24640645
22,62001404
23,16904202
21,09164708
21,87108982
21,12094485
27,91863765
20,9500412
25,38651692
25,07278665
21,26041444
29,25687429
23,69060335
25,82049013
26,04083377
21,83538316
21,22989593
29,26816614
21,81585131
23,20474868
29,88586077
28,46980193
28,3373516
22,37769707
22,81685842
28,34498123
22,64564959
27,82586138
20,82583087
22,84035768
28,84426405
24,41267129
22,80281991
29,84252449
24,60798975
20,11444441
26,81508835
24,15601062
23,49406415
25,33890805
23,40586566
23,86455885
27,11691641
22,64931181
27,65953551
20,37965026
26,24713889
29,7195349
21,60100101
27,49473556
24,90066225
23,31583605
23,488876
29,75493637
26,47602771
27,1333964
25,56566057
25,45793023
26,00878933
21,28635517
26,82729575
24,59334086
27,59697256
26,27674184
22,37495041
27,0372631
21,06967376
29,24436171
25,91204566
21,31412702
26,95303201
25,3154088
26,94692831
29,23642689
23,79985961
21,86193426
29,26572466
26,7342143
26,94753868
28,484756
22,23761711
26,19312113
22,76039918
20,52705466
21,51493881
20,60426649
27,4263741
28,94283883
20,6878872
24,84542375
24,36475723
24,31836909
20,46205023
24,40229499
29,31058687
27,87163915
26,9164098
26,84438612
27,13736381
27,23319193
25,40452284
26,36829737
29,47965941
29,82757042
21,66600543
26,71742912
27,22067934
21,66295358
26,70491653
22,79580065
26,9042024
24,34461501
27,0003357
26,28406629
25,13412885
28,12219611
26,61244545
25,5711539
20,02807703
23,78521073
22,74636067
25,31846065
23,78063295
21,22074038
21,33274331
25,96087527
25,40360729
27,44102298
24,19293802
28,46491897
27,70531327
21,89550462
24,34736167
24,6519364
27,57042146
21,88543352
21,03274636
28,4008301
23,60209967
25,88274789
20,98544267
28,04071169
20,19135105
27,57560961
27,56065554
25,25040437
22,07312235
28,44691305
24,24298837
20,77120273
28,43501083
21,70201727
24,11694693
22,25043489
20,63631092
25,35599841
21,85369427
24,52589496
22,60689108
27,29270302
