14,74496746
30,66570231
15,63503163
24,31455305
25,63957019
22,76232251
31,6366936
8,58062372
21,75049761
41,16513831
12,22899729
5,0818811
12,62189771
24,67909407
51,38400217
7,722224891
12,53553352
27,71796973
19,6659903
18,52404063
3,939841142
23,13313374
14,42568504
30,3938538
52,06099205
30,64943829
8,067865692
11,88882626
45,49537612
38,53915681
5,052341917
35,59256237
47,47451372
57,74496893
9,115054396
87,46318052
7,99117139
9,997002513
49,9859653
26,53450245
38,06048081
44,28451653
34,21607195
14,61223415
19,86048892
32,01188997
18,0695831
17,85304375
14,12564382
8,220245666
42,15518772
18,13926266
25,86168693
84,01366215
14,87494134
36,07159348
11,18673805
10,22870695
7,114736524
9,813438401
16,14611927
17,43610958
62,51314366
21,16140576
20,11939669
49,22000485
14,17162203
22,95431985
21,77266211
9,475852418
33,02475581
33,08205941
35,7754627
17,45135818
33,01672788
12,73363241
5,566222548
28,72681785
33,90986561
22,44590521
14,676039
59,86950179
13,01254488
29,30290554
18,99405782
8,730564677
43,40326527
3,363396298
10,03019656
11,99827336
15,59852156
38,37833037
17,39562211
34,23360988
8,069047634
23,05112316
39,1631475
23,8275367
10,80340207
21,46175195
70,52378184
4,671665713
3,462232277
10,83477687
19,33042983
5,870789925
3,410274816
25,94701185
68,21309577
25,39311112
33,41489004
22,23331925
16,31748315
3,946357239
35,9434359
60,20558276
18,56859046
101,6379871
14,58736094
12,59712094
18,99874993
16,15841194
50,37743143
35,93763434
9,228751332
11,04805272
17,28783243
39,07478321
22,01031938
4,334472762
13,94775826
19,58761502
18,56523457
15,62602113
82,86105495
29,14187206
4,190075014
36,79291889
22,99593549
17,23383016
10,68429716
24,46293331
68,98673457
10,94602274
14,28651361
31,16745479
6,80793381
9,121833681
41,85955731
31,9030258
64,54069631
28,58805557
2,279827521
16,11794456
6,664070878
25,71391674
12,70103967
24,41148119
25,40941332
9,293986157
11,90195443
22,88222297
14,06039761
16,42966343
10,02302003
70,84241136
2,638878731
5,597292897
34,71011912
24,79656335
34,38938156
55,82844411
36,02079042
10,45652766
9,733568667
5,782018536
22,62161761
11,91396029
30,65965898
2,460046585
11,19181888
28,34621661
11,44444749
20,86031958
71,39117288
23,93732029
21,41440798
14,13304278
17,24817984
21,63090035
19,30884163
21,14676965
54,08629546
55,37358568
17,20295333
11,91556096
98,06252024
38,65461509
2,483626428
31,80781544
29,41037131
32,85418035
16,11356434
1,453532585
31,62715665
4,186852132
17,09237616
5,207478231
27,60440987
13,4652192
19,44779323
6,80720232
35,39213181
35,70337474
10,42382839
23,37485115
37,1143209
13,31121586
16,45163414
45,42811342
11,14338209
33,14802026
72,87400508
21,68466419
31,58439724
28,61918964
11,95874546
31,77396468
8,248017776
11,44466925
14,0489759
49,77525343
72,62572151
5,818918101
26,58497038
15,71726946
56,39963058
71,89760015
20,22129022
19,76843364
1,446978274
26,11636699
38,700571
17,54329033
51,55126226
13,7077295
27,41755059
13,6344949
9,385321902
3,628187373
41,6514255
58,25625494
74,49662446
34,42269128
15,32115514
22,14253907
17,92001917
14,63561888
41,06988731
21,58309625
7,264832718
38,6008457
14,59807475
28,65206033
7,269762102
11,01829587
56,78386559
1,187611499
36,84855916
33,27442133
11,71862035
16,85156488
4,180088606
8,52534066
25,87807627
22,09669076
90,72780008
14,39951679
17,92219774
31,09131868
13,81166335
66,32763398
5,446648228
39,48641527
21,76941757
27,67581069
11,46963594
36,22465138
19,39261143
24,48554653
24,00804546
14,46805115
31,77184241
18,88150861
53,90767205
31,94763645
36,4535863
14,34020766
16,15804839
22,24499679
17,16328644
16,11497055
9,309544444
33,08512466
35,9449674
4,886624454
26,56580732
13,99516621
25,92332779
20,35991884
65,43062274
10,6007052
11,75416345
25,93457319
7,435497464
14,19373951
15,89676056
36,96470437
37,31505543
9,167873696
15,19790507
14,1853208
41,29590931
46,58280486
6,737916778
50,41345561
23,22900247
32,22293082
16,26104665
6,402481422
22,60330926
3,843128144
34,73303728
65,65853945
42,01162528
6,304535909
51,37591798
21,93197975
12,61664057
24,52733475
71,88513357
6,998882576
26,60958153
6,820393103
57,96274951
22,47193361
19,47986798
35,38205509
42,70173602
45,1436073
26,43383073
30,43995918
25,80950966
5,271468978
25,86637414
21,15937775
28,70001696
3,389218847
10,92183301
19,98284433
9,231067765
2,159853306
18,83167158
28,70272829
14,53906036
19,4207357
21,88798587
17,54310112
51,8678349
13,4535143
10,91337583
12,77194961
15,7366867
36,7404806
21,48752265
51,87335914
15,57103528
7,676901147
19,84753175
19,38477596
16,53288634
20,46446482
3,971766461
26,35504971
18,79324943
21,81839743
9,362902366
17,18693989
15,60818423
34,5194029
23,09184194
21,63828473
16,63367647
35,11962688
16,66917134
2,738528088
37,11065285
17,97841199
10,27237593
11,14583422
19,44666834
28,46454208
12,59805189
13,37382034
22,54608397
7,629292433
25,83168613
8,342970721
13,13395266
47,5732129
30,82223352
31,12798456
4,143275056
8,489933994
67,64550442
15,10667306
